Date,Statement
2008-03-18,"The Federal Open Market Committee decided today to lower its target for thefederal funds rate 75 basis points to 2-1/4 percent.Recent information indicates that the outlook for economic activity hasweakened further. Growth in consumer spending has slowed and labor markets havesoftened.  Financial markets remain under considerable stress, and thetightening of credit conditions and the deepening of the housing contractionare likely to weigh on economic growth over the next few quarters.Inflation has been elevated, and some indicators of inflation expectations haverisen.  The Committee expects inflation to moderate in coming quarters,reflecting a projected leveling-out of energy and other commodity prices and aneasing of pressures on resource utilization.  Still, uncertainty about theinflation outlook has increased.  It will be necessary to continue to monitorinflation developments carefully.Today’s policy action, combined with those taken earlier, including measures tofoster market liquidity, should help to promote moderate growth over time andto mitigate the risks to economic activity.  However, downside risks to growthremain.  The Committee will act in a timely manner as needed to promotesustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner;Frederic S. Mishkin; Sandra Pianalto; Gary H. Stern; and Kevin M. Warsh.Voting against were Richard W. Fisher and Charles I. Plosser, who preferredless aggressive action at this meeting.In a related action, the Board of Governors unanimously approved a75-basis-point decrease in the discount rate to 2-1/2 percent.  In taking thisaction, the Board approved the requests submitted by the Boards of Directors ofthe Federal Reserve Banks of Boston, New York, and San Francisco."
2008-04-30,"The Federal Open Market Committee decided today to lower its target for thefederal funds rate 25 basis points to 2 percent.Recent information indicates that economic activity remains weak. Household andbusiness spending has been subdued and labor markets have softened further.Financial markets remain under considerable stress, and tight credit conditionsand the deepening housing contraction are likely to weigh on economic growthover the next few quarters.Although readings on core inflation have improved somewhat, energy and othercommodity prices have increased, and some indicators of inflation expectationshave risen in recent months. The Committee expects inflation to moderate incoming quarters, reflecting a projected leveling-out of energy and othercommodity prices and an easing of pressures on resource utilization. Still,uncertainty about the inflation outlook remains high. It will be necessary tocontinue to monitor inflation developments carefully.The substantial easing of monetary policy to date, combined with ongoingmeasures to foster market liquidity, should help to promote moderate growthover time and to mitigate risks to economic activity. The Committee willcontinue to monitor economic and financial developments and will act as neededto promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner;Frederic S. Mishkin; Sandra Pianalto; Gary H. Stern; and Kevin M. Warsh. Votingagainst were Richard W. Fisher and Charles I. Plosser, who preferred no changein the target for the federal funds rate at this meeting.In a related action, the Board of Governors unanimously approved a25-basis-point decrease in the discount rate to 2-1/4 percent. In taking thisaction, the Board approved the requests submitted by the Boards of Directors ofthe Federal Reserve Banks of New York, Cleveland, Atlanta, and San Francisco."
2008-06-25,"The Federal Open Market Committee decided today to keep its target for thefederal funds rate at 2 percent.Recent information indicates that overall economic activity continues toexpand, partly reflecting some firming in household spending.  However, labormarkets have softened further and financial markets remain under considerablestress.  Tight credit conditions, the ongoing housing contraction, and the risein energy prices are likely to weigh on economic growth over the next fewquarters.The Committee expects inflation to moderate later this year and next year.However, in light of the continued increases in the prices of energy and someother commodities and the elevated state of some indicators of inflationexpectations, uncertainty about the inflation outlook remains high.The substantial easing of monetary policy to date, combined with ongoingmeasures to foster market liquidity, should help to promote moderate growthover time.  Although downside risks to growth remain, they appear to havediminished somewhat, and the upside risks to inflation and inflationexpectations have increased.  The Committee will continue to monitor economicand financial developments and will act as needed to promote sustainableeconomic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner;Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; andKevin M. Warsh.  Voting against was Richard W. Fisher, who preferred anincrease in the target for the federal funds rate at this meeting."
2008-08-05,"The Federal Open Market Committee decided today to keep its target for thefederal funds rate at 2 percent.Economic activity expanded in the second quarter, partly reflecting growth inconsumer spending and exports. However, labor markets have softened further andfinancial markets remain under considerable stress. Tight credit conditions,the ongoing housing contraction, and elevated energy prices are likely to weighon economic growth over the next few quarters. Over time, the substantialeasing of monetary policy, combined with ongoing measures to foster marketliquidity, should help to promote moderate economic growth.Inflation has been high, spurred by the earlier increases in the prices ofenergy and some other commodities, and some indicators of inflationexpectations have been elevated. The Committee expects inflation to moderatelater this year and next year, but the inflation outlook remains highlyuncertain.Although downside risks to growth remain, the upside risks to inflation arealso of significant concern to the Committee. The Committee will continue tomonitor economic and financial developments and will act as needed to promotesustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Donald L. Kohn; RandallS. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H.Stern; and Kevin M. Warsh. Voting against was Richard W. Fisher, who preferredan increase in the target for the federal funds rate at this meeting."
2008-09-16,"The Federal Open Market Committee decided today to keep its target for thefederal funds rate at 2 percent.Strains in financial markets have increased significantly and labor marketshave weakened further. Economic growth appears to have slowed recently, partlyreflecting a softening of household spending. Tight credit conditions, theongoing housing contraction, and some slowing in export growth are likely toweigh on economic growth over the next few quarters. Over time, the substantialeasing of monetary policy, combined with ongoing measures to foster marketliquidity, should help to promote moderate economic growth.Inflation has been high, spurred by the earlier increases in the prices ofenergy and some other commodities. The Committee expects inflation to moderatelater this year and next year, but the inflation outlook remains highlyuncertain.The downside risks to growth and the upside risks to inflation are both ofsignificant concern to the Committee. The Committee will monitor economic andfinancial developments carefully and will act as needed to promote sustainableeconomic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Christine M. Cumming; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn;Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; andKevin M. Warsh. Ms. Cumming voted as the alternate for Timothy F. Geithner."
2008-10-29,"The Federal Open Market Committee decided today to lower its target for thefederal funds rate 50 basis points to 1 percent.The pace of economic activity appears to have slowed markedly, owingimportantly to a decline in consumer expenditures. Business equipment spendingand industrial production have weakened in recent months, and slowing economicactivity in many foreign economies is damping the prospects for U.S. exports.Moreover, the intensification of financial market turmoil is likely to exertadditional restraint on spending, partly by further reducing the ability ofhouseholds and businesses to obtain credit.In light of the declines in the prices of energy and other commodities and theweaker prospects for economic activity, the Committee expects inflation tomoderate in coming quarters to levels consistent with price stability.Recent policy actions, including today’s rate reduction, coordinated interestrate cuts by central banks, extraordinary liquidity measures, and officialsteps to strengthen financial systems, should help over time to improve creditconditions and promote a return to moderate economic growth. Nevertheless,downside risks to growth remain. The Committee will monitor economic andfinancial developments carefully and will act as needed to promote sustainableeconomic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Richard W. Fisher;Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; GaryH. Stern; and Kevin M. Warsh.In a related action, the Board of Governors unanimously approved a50-basis-point decrease in the discount rate to 1-1/4 percent. In taking thisaction, the Board approved the requests submitted by the Boards of Directors ofthe Federal Reserve Banks of Boston, New York, Cleveland, and San Francisco."
2008-12-16,"The Federal Open Market Committee decided today to establish a target range forthe federal funds rate of 0 to 1/4 percent. Since the Committee's last meeting, labor market conditions have deteriorated,and the available data indicate that consumer spending, business investment,and industrial production have declined.  Financial markets remain quitestrained and credit conditions tight.  Overall, the outlook for economicactivity has weakened further.Meanwhile, inflationary pressures have diminished appreciably.  In light of thedeclines in the prices of energy and other commodities and the weaker prospectsfor economic activity, the Committee expects inflation to moderate further incoming quarters.The Federal Reserve will employ all available tools to promote the resumptionof sustainable economic growth and to preserve price stability.  In particular,the Committee anticipates that weak economic conditions are likely to warrantexceptionally low levels of the federal funds rate for some time. The focus of the Committee's policy going forward will be to support thefunctioning of financial markets and stimulate the economy through open marketoperations and other measures that sustain the size of the Federal Reserve'sbalance sheet at a high level.  As previously announced, over the next fewquarters the Federal Reserve will purchase large quantities of agency debt andmortgage-backed securities to provide support to the mortgage and housingmarkets, and it stands ready to expand its purchases of agency debt andmortgage-backed securities as conditions warrant.  The Committee is alsoevaluating the potential benefits of purchasing longer-term Treasurysecurities.  Early next year, the Federal Reserve will also implement the TermAsset-Backed Securities Loan Facility to facilitate the extension of credit tohouseholds and small businesses.  The Federal Reserve will continue to considerways of using its balance sheet to further support credit markets and economicactivity.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;Christine M. Cumming; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn;Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; andKevin M. Warsh.In a related action, the Board of Governors unanimously approved a75-basis-point decrease in the discount rate to 1/2 percent. In taking thisaction, the Board approved the requests submitted by the Boards of Directors ofthe Federal Reserve Banks of New York, Cleveland, Richmond, Atlanta,Minneapolis, and San Francisco.  The Board also established interest rates onrequired and excess reserve balances of 1/4 percent. "
2009-01-28,"The Federal Open Market Committee decided today to keep its target range forthe federal funds rate at 0 to 1/4 percent. The Committee continues toanticipate that economic conditions are likely to warrant exceptionally lowlevels of the federal funds rate for some time.Information received since the Committee met in December suggests that theeconomy has weakened further. Industrial production, housing starts, andemployment have continued to decline steeply, as consumers and businesses havecut back spending. Furthermore, global demand appears to be slowingsignificantly. Conditions in some financial markets have improved, in partreflecting government efforts to provide liquidity and strengthen financialinstitutions; nevertheless, credit conditions for households and firms remainextremely tight. The Committee anticipates that a gradual recovery in economicactivity will begin later this year, but the downside risks to that outlook aresignificant.In light of the declines in the prices of energy and other commodities inrecent months and the prospects for considerable economic slack, the Committeeexpects that inflation pressures will remain subdued in coming quarters.Moreover, the Committee sees some risk that inflation could persist for a timebelow rates that best foster economic growth and price stability in the longerterm.The Federal Reserve will employ all available tools to promote the resumptionof sustainable economic growth and to preserve price stability. The focus ofthe Committee's policy is to support the functioning of financial markets andstimulate the economy through open market operations and other measures thatare likely to keep the size of the Federal Reserve's balance sheet at a highlevel. The Federal Reserve continues to purchase large quantities of agencydebt and mortgage-backed securities to provide support to the mortgage andhousing markets, and it stands ready to expand the quantity of such purchasesand the duration of the purchase program as conditions warrant. The Committeealso is prepared to purchase longer-term Treasury securities if evolvingcircumstances indicate that such transactions would be particularly effectivein improving conditions in private credit markets. The Federal Reserve will beimplementing the Term Asset-Backed Securities Loan Facility to facilitate theextension of credit to households and small businesses. The Committee willcontinue to monitor carefully the size and composition of the Federal Reserve'sbalance sheet in light of evolving financial market developments and to assesswhether expansions of or modifications to lending facilities would serve tofurther support credit markets and economic activity and help to preserve pricestability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Dennis P. Lockhart; Kevin M. Warsh; and Janet L. Yellen.  Votingagainst was Jeffrey M. Lacker, who preferred to expand the monetary base atthis time by purchasing U.S. Treasury securities rather than through targetedcredit programs."
2009-03-18,"Information received since the Federal Open Market Committee met in Januaryindicates that the economy continues to contract.  Job losses, declining equityand housing wealth, and tight credit conditions have weighed on consumersentiment and spending.  Weaker sales prospects and difficulties in obtainingcredit have led businesses to cut back on inventories and fixed investment.U.S. exports have slumped as a number of major trading partners have alsofallen into recession.  Although the near-term economic outlook is weak, theCommittee anticipates that policy actions to stabilize financial markets andinstitutions, together with fiscal and monetary stimulus, will contribute to agradual resumption of sustainable economic growth.In light of increasing economic slack here and abroad, the Committee expectsthat inflation will remain subdued.  Moreover, the Committee sees some riskthat inflation could persist for a time below rates that best foster economicgrowth and price stability in the longer term.In these circumstances, the Federal Reserve will employ all available tools topromote economic recovery and to preserve price stability.  The Committee willmaintain the target range for the federal funds rate at 0 to 1/4 percent andanticipates that economic conditions are likely to warrant exceptionally lowlevels of the federal funds rate for an extended period.  To provide greatersupport to mortgage lending and housing markets, the Committee decided today toincrease the size of the Federal Reserve’s balance sheet further by purchasingup to an additional $750 billion of agency mortgage-backed securities, bringingits total purchases of these securities to up to $1.25 trillion this year, andto increase its purchases of agency debt this year by up to $100 billion to atotal of up to $200 billion.  Moreover, to help improve conditions in privatecredit markets, the Committee decided to purchase up to $300 billion oflonger-term Treasury securities over the next six months.  The Federal Reservehas launched the Term Asset-Backed Securities Loan Facility to facilitate theextension of credit to households and small businesses and anticipates that therange of eligible collateral for this facility is likely to be expanded toinclude other financial assets.  The Committee will continue to carefullymonitor the size and composition of the Federal Reserve's balance sheet inlight of evolving financial and economic developments.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen.  "
2009-04-29,"Information received since the Federal Open Market Committee met in Marchindicates that the economy has continued to contract, though the pace ofcontraction appears to be somewhat slower. Household spending has shown signsof stabilizing but remains constrained by ongoing job losses, lower housingwealth, and tight credit. Weak sales prospects and difficulties in obtainingcredit have led businesses to cut back on inventories, fixed investment, andstaffing. Although the economic outlook has improved modestly since the Marchmeeting, partly reflecting some easing of financial market conditions, economicactivity is likely to remain weak for a time. Nonetheless, the Committeecontinues to anticipate that policy actions to stabilize financial markets andinstitutions, fiscal and monetary stimulus, and market forces will contributeto a gradual resumption of sustainable economic growth in a context of pricestability.In light of increasing economic slack here and abroad, the Committee expectsthat inflation will remain subdued. Moreover, the Committee sees some risk thatinflation could persist for a time below rates that best foster economic growthand price stability in the longer term.In these circumstances, the Federal Reserve will employ all available tools topromote economic recovery and to preserve price stability. The Committee willmaintain the target range for the federal funds rate at 0 to 1/4 percent andanticipates that economic conditions are likely to warrant exceptionally lowlevels of the federal funds rate for an extended period. As previouslyannounced, to provide support to mortgage lending and housing markets and toimprove overall conditions in private credit markets, the Federal Reserve willpurchase a total of up to $1.25 trillion of agency mortgage-backed securitiesand up to $200 billion of agency debt by the end of the year. In addition, theFederal Reserve will buy up to $300 billion of Treasury securities by autumn.The Committee will continue to evaluate the timing and overall amounts of itspurchases of securities in light of the evolving economic outlook andconditions in financial markets. The Federal Reserve is facilitating theextension of credit to households and businesses and supporting the functioningof financial markets through a range of liquidity programs. The Committee willcontinue to carefully monitor the size and composition of the Federal Reserve'sbalance sheet in light of financial and economic developments.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2009-06-24,"Information received since the Federal Open Market Committee met in Aprilsuggests that the pace of economic contraction is slowing. Conditions infinancial markets have generally improved in recent months. Household spendinghas shown further signs of stabilizing but remains constrained by ongoing joblosses, lower housing wealth, and tight credit. Businesses are cutting back onfixed investment and staffing but appear to be making progress in bringinginventory stocks into better alignment with sales. Although economic activityis likely to remain weak for a time, the Committee continues to anticipate thatpolicy actions to stabilize financial markets and institutions, fiscal andmonetary stimulus, and market forces will contribute to a gradual resumption ofsustainable economic growth in a context of price stability.The prices of energy and other commodities have risen of late. However,substantial resource slack is likely to dampen cost pressures, and theCommittee expects that inflation will remain subdued for some time.In these circumstances, the Federal Reserve will employ all available tools topromote economic recovery and to preserve price stability. The Committee willmaintain the target range for the federal funds rate at 0 to 1/4 percent andcontinues to anticipate that economic conditions are likely to warrantexceptionally low levels of the federal funds rate for an extended period. Aspreviously announced, to provide support to mortgage lending and housingmarkets and to improve overall conditions in private credit markets, theFederal Reserve will purchase a total of up to $1.25 trillion of agencymortgage-backed securities and up to $200 billion of agency debt by the end ofthe year. In addition, the Federal Reserve will buy up to $300 billion ofTreasury securities by autumn. The Committee will continue to evaluate thetiming and overall amounts of its purchases of securities in light of theevolving economic outlook and conditions in financial markets. The FederalReserve is monitoring the size and composition of its balance sheet and willmake adjustments to its credit and liquidity programs as warranted.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2009-08-12,"Information received since the Federal Open Market Committee met in Junesuggests that economic activity is leveling out. Conditions in financialmarkets have improved further in recent weeks. Household spending has continuedto show signs of stabilizing but remains constrained by ongoing job losses,sluggish income growth, lower housing wealth, and tight credit. Businesses arestill cutting back on fixed investment and staffing but are making progress inbringing inventory stocks into better alignment with sales. Although economicactivity is likely to remain weak for a time, the Committee continues toanticipate that policy actions to stabilize financial markets and institutions,fiscal and monetary stimulus, and market forces will contribute to a gradualresumption of sustainable economic growth in a context of price stability.The prices of energy and other commodities have risen of late. However,substantial resource slack is likely to dampen cost pressures, and theCommittee expects that inflation will remain subdued for some time.In these circumstances, the Federal Reserve will employ all available tools topromote economic recovery and to preserve price stability. The Committee willmaintain the target range for the federal funds rate at 0 to 1/4 percent andcontinues to anticipate that economic conditions are likely to warrantexceptionally low levels of the federal funds rate for an extended period. Aspreviously announced, to provide support to mortgage lending and housingmarkets and to improve overall conditions in private credit markets, theFederal Reserve will purchase a total of up to $1.25 trillion of agencymortgage-backed securities and up to $200 billion of agency debt by the end ofthe year. In addition, the Federal Reserve is in the process of buying $300billion of Treasury securities. To promote a smooth transition in markets asthese purchases of Treasury securities are completed, the Committee has decidedto gradually slow the pace of these transactions and anticipates that the fullamount will be purchased by the end of October. The Committee will continue toevaluate the timing and overall amounts of its purchases of securities in lightof the evolving economic outlook and conditions in financial markets. TheFederal Reserve is monitoring the size and composition of its balance sheet andwill make adjustments to its credit and liquidity programs as warranted.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2009-09-23,"Information received since the Federal Open Market Committee met in Augustsuggests that economic activity has picked up following its severe downturn.Conditions in financial markets have improved further, and activity in thehousing sector has increased.  Household spending seems to be stabilizing, butremains constrained by ongoing job losses, sluggish income growth, lowerhousing wealth, and tight credit.  Businesses are still cutting back on fixedinvestment and staffing, though at a slower pace; they continue to makeprogress in bringing inventory stocks into better alignment with sales.Although economic activity is likely to remain weak for a time, the Committeeanticipates that policy actions to stabilize financial markets andinstitutions, fiscal and monetary stimulus, and market forces will support astrengthening of economic growth and a gradual return to higher levels ofresource utilization in a context of price stability.With substantial resource slack likely to continue to dampen cost pressures andwith longer-term inflation expectations stable, the Committee expects thatinflation will remain subdued for some time.In these circumstances, the Federal Reserve will continue to employ a widerange of tools to promote economic recovery and to preserve price stability.The Committee will maintain the target range for the federal funds rate at 0 to1/4 percent and continues to anticipate that economic conditions are likely towarrant exceptionally low levels of the federal funds rate for an extendedperiod.  To provide support to mortgage lending and housing markets and toimprove overall conditions in private credit markets, the Federal Reserve willpurchase a total of $1.25 trillion of agency mortgage-backed securities and upto $200 billion of agency debt.  The Committee will gradually slow the pace ofthese purchases in order to promote a smooth transition in markets andanticipates that they will be executed by the end of the first quarter of 2010.As previously announced, the Federal Reserve’s purchases of $300 billion ofTreasury securities will be completed by the end of October 2009.  TheCommittee will continue to evaluate the timing and overall amounts of itspurchases of securities in light of the evolving economic outlook andconditions in financial markets.  The Federal Reserve is monitoring the sizeand composition of its balance sheet and will make adjustments to its creditand liquidity programs as warranted.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2009-11-04,"Information received since the Federal Open Market Committee met in Septembersuggests that economic activity has continued to pick up. Conditions infinancial markets were roughly unchanged, on balance, over the intermeetingperiod. Activity in the housing sector has increased over recent months.Household spending appears to be expanding but remains constrained by ongoingjob losses, sluggish income growth, lower housing wealth, and tight credit.Businesses are still cutting back on fixed investment and staffing, though at aslower pace; they continue to make progress in bringing inventory stocks intobetter alignment with sales. Although economic activity is likely to remainweak for a time, the Committee anticipates that policy actions to stabilizefinancial markets and institutions, fiscal and monetary stimulus, and marketforces will support a strengthening of economic growth and a gradual return tohigher levels of resource utilization in a context of price stability.With substantial resource slack likely to continue to dampen cost pressures andwith longer-term inflation expectations stable, the Committee expects thatinflation will remain subdued for some time.In these circumstances, the Federal Reserve will continue to employ a widerange of tools to promote economic recovery and to preserve price stability.The Committee will maintain the target range for the federal funds rate at 0 to1/4 percent and continues to anticipate that economic conditions, including lowrates of resource utilization, subdued inflation trends, and stable inflationexpectations, are likely to warrant exceptionally low levels of the federalfunds rate for an extended period. To provide support to mortgage lending andhousing markets and to improve overall conditions in private credit markets,the Federal Reserve will purchase a total of $1.25 trillion of agencymortgage-backed securities and about $175 billion of agency debt. The amount ofagency debt purchases, while somewhat less than the previously announcedmaximum of $200 billion, is consistent with the recent path of purchases andreflects the limited availability of agency debt. In order to promote a smoothtransition in markets, the Committee will gradually slow the pace of itspurchases of both agency debt and agency mortgage-backed securities andanticipates that these transactions will be executed by the end of the firstquarter of 2010. The Committee will continue to evaluate the timing and overallamounts of its purchases of securities in light of the evolving economicoutlook and conditions in financial markets. The Federal Reserve is monitoringthe size and composition of its balance sheet and will make adjustments to itscredit and liquidity programs as warranted.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2009-12-16,"Information received since the Federal Open Market Committee met in Novembersuggests that economic activity has continued to pick up and that thedeterioration in the labor market is abating. The housing sector has shown somesigns of improvement over recent months. Household spending appears to beexpanding at a moderate rate, though it remains constrained by a weak labormarket, modest income growth, lower housing wealth, and tight credit.Businesses are still cutting back on fixed investment, though at a slower pace,and remain reluctant to add to payrolls; they continue to make progress inbringing inventory stocks into better alignment with sales. Financial marketconditions have become more supportive of economic growth. Although economicactivity is likely to remain weak for a time, the Committee anticipates thatpolicy actions to stabilize financial markets and institutions, fiscal andmonetary stimulus, and market forces will contribute to a strengthening ofeconomic growth and a gradual return to higher levels of resource utilizationin a context of price stability.With substantial resource slack likely to continue to dampen cost pressures andwith longer-term inflation expectations stable, the Committee expects thatinflation will remain subdued for some time.The Committee will maintain the target range for the federal funds rate at 0 to1/4 percent and continues to anticipate that economic conditions, including lowrates of resource utilization, subdued inflation trends, and stable inflationexpectations, are likely to warrant exceptionally low levels of the federalfunds rate for an extended period. To provide support to mortgage lending andhousing markets and to improve overall conditions in private credit markets,the Federal Reserve is in the process of purchasing $1.25 trillion of agencymortgage-backed securities and about $175 billion of agency debt. In order topromote a smooth transition in markets, the Committee is gradually slowing thepace of these purchases, and it anticipates that these transactions will beexecuted by the end of the first quarter of 2010. The Committee will continueto evaluate the timing and overall amounts of its purchases of securities inlight of the evolving economic outlook and conditions in financial markets.In light of ongoing improvements in the functioning of financial markets, theCommittee and the Board of Governors anticipate that most of the FederalReserve’s special liquidity facilities will expire on February 1, 2010,consistent with the Federal Reserve’s announcement of June 25, 2009. Thesefacilities include the Asset-Backed Commercial Paper Money Market Mutual FundLiquidity Facility, the Commercial Paper Funding Facility, the Primary DealerCredit Facility, and the Term Securities Lending Facility. The Federal Reservewill also be working with its central bank counterparties to close itstemporary liquidity swap arrangements by February 1. The Federal Reserveexpects that amounts provided under the Term Auction Facility will continue tobe scaled back in early 2010. The anticipated expiration dates for the TermAsset-Backed Securities Loan Facility remain set at June 30, 2010, for loansbacked by new-issue commercial mortgage-backed securities and March 31, 2010,for loans backed by all other types of collateral. The Federal Reserve isprepared to modify these plans if necessary to support financial stability andeconomic growth.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; DonaldL. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M.Warsh; and Janet L. Yellen."
2010-01-27,"Information received since the Federal Open Market Committee met in Decembersuggests that economic activity has continued to strengthen and that thedeterioration in the labor market is abating. Household spending is expandingat a moderate rate but remains constrained by a weak labor market, modestincome growth, lower housing wealth, and tight credit. Business spending onequipment and software appears to be picking up, but investment in structuresis still contracting and employers remain reluctant to add to payrolls. Firmshave brought inventory stocks into better alignment with sales. While banklending continues to contract, financial market conditions remain supportive ofeconomic growth. Although the pace of economic recovery is likely to bemoderate for a time, the Committee anticipates a gradual return to higherlevels of resource utilization in a context of price stability.With substantial resource slack continuing to restrain cost pressures and withlonger-term inflation expectations stable, inflation is likely to be subduedfor some time.The Committee will maintain the target range for the federal funds rate at 0 to1/4 percent and continues to anticipate that economic conditions, including lowrates of resource utilization, subdued inflation trends, and stable inflationexpectations, are likely to warrant exceptionally low levels of the federalfunds rate for an extended period. To provide support to mortgage lending andhousing markets and to improve overall conditions in private credit markets,the Federal Reserve is in the process of purchasing $1.25 trillion of agencymortgage-backed securities and about $175 billion of agency debt. In order topromote a smooth transition in markets, the Committee is gradually slowing thepace of these purchases, and it anticipates that these transactions will beexecuted by the end of the first quarter. The Committee will continue toevaluate its purchases of securities in light of the evolving economic outlookand conditions in financial markets.In light of improved functioning of financial markets, the Federal Reserve willbe closing the Asset-Backed Commercial Paper Money Market Mutual Fund LiquidityFacility, the Commercial Paper Funding Facility, the Primary Dealer CreditFacility, and the Term Securities Lending Facility on February 1, as previouslyannounced. In addition, the temporary liquidity swap arrangements between theFederal Reserve and other central banks will expire on February 1. The FederalReserve is in the process of winding down its Term Auction Facility: $50billion in 28-day credit will be offered on February 8 and $25 billion in28-day credit will be offered at the final auction on March 8. The anticipatedexpiration dates for the Term Asset-Backed Securities Loan Facility remain setat June 30 for loans backed by new-issue commercial mortgage-backed securitiesand March 31 for loans backed by all other types of collateral. The FederalReserve is prepared to modify these plans if necessary to support financialstability and economic growth.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman;William C. Dudley, Vice Chairman; James Bullard; Elizabeth A. Duke; Donald L.Kohn; Sandra Pianalto; Eric S. Rosengren; Daniel K. Tarullo; and Kevin M.Warsh. Voting against the policy action was Thomas M. Hoenig, who believed thateconomic and financial conditions had changed sufficiently that the expectationof exceptionally low levels of the federal funds rate for an extended periodwas no longer warranted."
